ID,RowID,LTARSite.Code,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALT.Keywords,subsite,Repo.Name,Model.Name,NALT.Subject,ISO.Topic,Common.Experiment,trl
GACP1207,1964,GACP,Soils,O2_2_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1208,1965,GACP,Soils,Dielect_perm_1_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1209,1966,GACP,Soils,Soil_temp_1_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1210,1967,GACP,Soils,VWC_1_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1211,1968,GACP,Soils,Dielect_perm_1_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1212,1969,GACP,Soils,Soil_temp_1_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1213,1970,GACP,Soils,VWC_1_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1214,1971,GACP,Soils,Dielect_perm_2_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1215,1972,GACP,Soils,Soil_temp_2_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1216,1973,GACP,Soils,VWC_2_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1217,1974,GACP,Soils,Dielect_perm_2_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1218,1975,GACP,Soils,Soil_temp_2_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1219,1976,GACP,Soils,VWC_2_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_9,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1220,1977,GACP,Soils,O2_1_5cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1221,1978,GACP,Soils,O2_1_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1222,1979,GACP,Soils,O2_2_5cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1223,1980,GACP,Soils,O2_2_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1224,1981,GACP,Soils,O2_1_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1225,1982,GACP,Soils,O2_1_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1226,1983,GACP,Soils,O2_2_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1227,1984,GACP,Soils,O2_2_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1228,1985,GACP,Soils,Dielect_perm_1_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1229,1986,GACP,Soils,Soil_temp_1_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1230,1987,GACP,Soils,VWC_1_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1231,1988,GACP,Soils,Dielect_perm_1_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1232,1989,GACP,Soils,Soil_temp_1_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1233,1990,GACP,Soils,VWC_1_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1234,1991,GACP,Soils,Dielect_perm_2_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1235,1992,GACP,Soils,Soil_temp_2_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1236,1993,GACP,Soils,VWC_2_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1237,1994,GACP,Soils,Dielect_perm_2_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1238,1995,GACP,Soils,Soil_temp_2_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1239,1996,GACP,Soils,VWC_2_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_10,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1240,1997,GACP,Soils,O2_1_5cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1241,1998,GACP,Soils,O2_1_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1242,1999,GACP,Soils,O2_2_5cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1243,2000,GACP,Soils,O2_2_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1244,2001,GACP,Soils,O2_1_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1245,2002,GACP,Soils,O2_1_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1246,2003,GACP,Soils,O2_2_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1247,2004,GACP,Soils,O2_2_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1248,2005,GACP,Soils,Dielect_perm_1_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1249,2006,GACP,Soils,Soil_temp_1_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1250,2007,GACP,Soils,VWC_1_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1251,2008,GACP,Soils,Dielect_perm_1_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1252,2009,GACP,Soils,Soil_temp_1_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1253,2010,GACP,Soils,VWC_1_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1254,2011,GACP,Soils,Dielect_perm_2_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1255,2012,GACP,Soils,Soil_temp_2_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1256,2013,GACP,Soils,VWC_2_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1257,2014,GACP,Soils,Dielect_perm_2_15cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1258,2015,GACP,Soils,Soil_temp_2_15cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1259,2016,GACP,Soils,VWC_2_15cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_17,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1260,2017,GACP,Soils,O2_1_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1261,2018,GACP,Soils,O2_2_5cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1262,2019,GACP,Soils,O2_2_15cm_Avg,Soil O2,%,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1263,2020,GACP,Soils,O2_1_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1264,2021,GACP,Soils,O2_1_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1265,2022,GACP,Soils,O2_2_Temp_5cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1266,2023,GACP,Soils,O2_2_Temp_15cm_Avg,O2 soil temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1267,2024,GACP,Soils,Dielect_perm_1_5cm_Avg,soil Dielectric permitivitty,unitless,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil",Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1268,2025,GACP,Soils,Soil_temp_1_5cm_Avg,Soil moisture temperature,Deg C,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
GACP1269,2026,GACP,Soils,VWC_1_5cm_Avg,Volumetric Water Content,cm^3/cm^3,1 min,1 minute,05/26/2016,2016-05-26,,04/05/2018,2018-04-05,,,Tim Strickland,.csv,,,,DN_OF_24,closed,Soil,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Soil,,,,"Natural Resources, Earth and Environmental Sciences",geoscientificInformation,,1 min
