Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
1707,GACP0847,1604,GACP,Precipitation,Precipitation,rainfall,mm,daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,NA,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,NA,NA,RG56,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1708,GACP0848,1605,GACP,Precipitation,Precipitation,rainfall,mm,daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,NA,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,NA,NA,RG57,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1709,GACP0849,1606,GACP,Precipitation,Precipitation,rainfall,mm,daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,NA,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,NA,NA,RG58,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1710,GACP0850,1607,GACP,Precipitation,Precipitation,rainfall,mm,daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,NA,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,NA,NA,RG60,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1711,GACP0851,1608,GACP,Precipitation,Precipitation,rainfall,mm,daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,NA,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,NA,NA,RG61,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1712,GACP0852,1609,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG09,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1713,GACP0853,1610,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG10,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1714,GACP0854,1611,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG11,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1715,GACP0855,1612,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG13,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1716,GACP0856,1613,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG14,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1717,GACP0857,1614,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG15,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1718,GACP0858,1615,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG17,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1719,GACP0859,1616,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG18,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1720,GACP0860,1617,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG19,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1721,GACP0861,1618,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG20,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1722,GACP0862,1619,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG21,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1723,GACP0863,1620,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG23,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1724,GACP0864,1621,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG24,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1725,GACP0865,1622,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG25,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1726,GACP0866,1623,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG29,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1727,GACP0867,1624,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG33,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1728,GACP0868,1625,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG41,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1729,GACP0869,1626,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG53,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1730,GACP0870,1627,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG54,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1731,GACP0871,1628,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG55,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1732,GACP0872,1629,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG56,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1733,GACP0873,1630,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG57,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1734,GACP0874,1631,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG58,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1735,GACP0875,1632,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG60,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1736,GACP0876,1633,GACP,Precipitation,Precipitation,rainfall,inch,5_min,5 minute,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG61,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,5_min,precipitation
1737,GACP0877,1634,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG09,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1738,GACP0878,1635,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG10,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1739,GACP0879,1636,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG11,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1740,GACP0880,1637,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG13,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1741,GACP0881,1638,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG14,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1742,GACP0882,1639,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG15,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1743,GACP0883,1640,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG17,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1744,GACP0884,1641,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG18,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1745,GACP0885,1642,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG19,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1746,GACP0886,1643,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG20,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1747,GACP0887,1644,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG21,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1748,GACP0888,1645,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG23,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1749,GACP0889,1646,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG24,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1750,GACP0890,1647,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG25,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1751,GACP0891,1648,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG29,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1752,GACP0892,1649,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG33,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1753,GACP0893,1650,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG41,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1754,GACP0894,1651,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG53,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1755,GACP0895,1652,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG54,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1756,GACP0896,1653,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG55,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
1757,GACP0897,1654,GACP,Precipitation,Precipitation,rainfall,inch,Daily,1 day,1/1/1968,1/1/1968,NA,12/1/1981,12/1/1981,NA,NA,David Bosch,.csv,NA,NA,NA,RG56,Closed,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,daily,precipitation
